employee_id,first_name,last_name,gender,hire_date,termination_date,department,job_level,location
2502,Michelle,Besnard,Non-Binary,2022-01-27,,Product,T4,Lyon
8266,Richard,Fouquet,Male,2024-10-02,,Engineering,T1,Bordeaux
5585,Richard,Letellier,Male,2021-02-13,,Product,T2,Lyon
2480,Geneviève,Leclerc,Non-Binary,2025-05-07,,Engineering,T2,Nantes
9991,Édith,Bailly,Non-Binary,2025-04-02,,Sales,T4,Lille
9028,Inès,Blot,Non-Binary,2024-07-25,,Finance,T3,Limoges
9461,Timothée,Riou,Male,2022-11-24,,Human Resources,T2,Paris
2001,Capucine,Alves,Non-Binary,2021-01-04,,Sales,T4,Marseille
1472,Margaret,Merle,Female,2023-10-08,,Finance,T4,Lyon
4353,François,Cordier,Male,2020-11-13,2023-04-30,Finance,T3,Lille
6689,Marcelle,Poulain,Non-Binary,2025-05-21,,Data,T2,Bordeaux
5396,Margot,Roussel,Female,2023-10-12,,Engineering,T4,Paris
6570,Joséphine,Bazin,Female,2020-11-27,,Finance,T5,Limoges
8092,Capucine,Lesage,Non-Binary,2025-02-04,2025-08-21,Product,T5,Marseille
3998,Luce,Muller,Female,2023-05-25,,Product,T3,Paris
8851,Constance,Aubert,Non-Binary,2023-01-17,,Product,T5,Nantes
4250,Guy,Girard,Male,2021-03-15,,Product,T4,Lille
7491,Alphonse,Seguin,Male,2020-11-23,,Engineering,T5,Lille
1970,Lucy,Da Silva,Female,2022-05-26,,Data,T1,Nantes
4025,Xavier,Masson,Male,2021-12-17,,Human Resources,T2,Limoges
3281,Michel,Petit,Male,2023-08-04,,Finance,T4,Lille
9174,Astrid,Devaux,Female,2024-07-02,,Finance,T5,Nantes
8018,Élise,Marchand,Non-Binary,2022-03-22,,Human Resources,T3,Lille
6826,Simone,Jacquot,Female,2024-12-22,,Human Resources,T4,Marseille
9897,Camille,Blanc,Non-Binary,2024-03-15,,Human Resources,T3,Lyon
3301,Josette,Bailly,Non-Binary,2021-12-13,,Product,T5,Lyon
8861,Josette,Lévêque,Female,2023-03-14,,Finance,T4,Nantes
4569,Lucie,Chevallier,Non-Binary,2021-07-08,,Engineering,T1,Lille
3660,Audrey,Meunier,Non-Binary,2020-10-16,,Sales,T4,Nantes
3107,Agathe,Guyot,Non-Binary,2025-04-01,,Data,T2,Nantes
3489,Margaret,Lemonnier,Non-Binary,2023-11-16,,Engineering,T4,Limoges
8042,Alexandre,Martin,Male,2021-10-30,,Sales,T1,Lyon
3952,Tristan,Guyon,Male,2023-08-02,,Sales,T4,Paris
8881,Suzanne,Rémy,Female,2023-02-01,2024-02-26,Engineering,T2,Marseille
6737,Marguerite,Didier,Female,2023-02-23,,Data,T5,Limoges
6460,Amélie,Fernandez,Female,2025-05-07,,Sales,T3,Limoges
5817,Margot,Albert,Female,2023-04-04,,Product,T3,Lille
2327,Victoire,Wagner,Female,2022-03-24,2023-01-30,Finance,T3,Bordeaux
6900,Valentine,Renaud,Female,2021-03-25,,Data,T1,Limoges
4207,Margaux,Baron,Non-Binary,2022-12-23,,Human Resources,T5,Lyon
8554,Théophile,Picard,Male,2022-09-14,,Product,T3,Nantes
2677,Véronique,Coste,Non-Binary,2021-04-17,,Sales,T1,Marseille
7440,Joseph,Hoarau,Male,2021-05-11,,Data,T2,Paris
7419,Thérèse,Laporte,Female,2021-07-06,,Product,T5,Paris
7059,Dorothée,Le Gall,Non-Binary,2024-08-29,,Data,T2,Marseille
7585,Susan,Marty,Non-Binary,2023-11-12,,Engineering,T1,Bordeaux
6747,Bernard,Bertrand,Male,2022-12-30,,Engineering,T3,Lille
9577,Brigitte,Raymond,Female,2021-06-30,,Data,T2,Nantes
1050,Sylvie,Pichon,Female,2021-06-05,,Data,T1,Nantes
5652,Aimée,Foucher,Non-Binary,2024-01-14,,Engineering,T5,Limoges
6809,Marie,Techer,Female,2024-06-27,,Engineering,T2,Bordeaux
5103,Jérôme,Germain,Male,2021-10-21,,Sales,T4,Bordeaux
7199,Corinne,Picard,Female,2023-05-25,2025-01-26,Sales,T5,Lille
7184,Jean,Marty,Male,2021-10-28,2025-04-13,Human Resources,T2,Lille
6976,Édith,Rousset,Female,2023-12-18,2024-12-15,Human Resources,T4,Nantes
9686,Stéphane,Dupré,Male,2025-09-18,,Human Resources,T4,Lille
8496,Hugues,Marin,Male,2025-01-23,2025-08-12,Finance,T4,Marseille
2922,Céline,Perrot,Female,2021-12-19,,Product,T2,Lyon
7936,Michelle,Blin,Non-Binary,2025-09-18,,Engineering,T2,Bordeaux
5437,Odette,Millet,Non-Binary,2023-12-12,,Data,T5,Marseille
5964,Margot,Michel,Female,2023-09-15,,Human Resources,T2,Nantes
7004,Patrick,Fontaine,Male,2022-05-21,,Engineering,T4,Nantes
7710,Daniel,Ferrand,Male,2021-04-28,,Product,T1,Limoges
8480,Thierry,Simon,Male,2025-03-03,2025-08-29,Product,T5,Lille
7242,Christophe,Richard,Male,2024-02-13,,Human Resources,T3,Limoges
8100,Luce,Sauvage,Non-Binary,2023-07-23,,Sales,T1,Lyon
5439,Thibault,Lebrun,Male,2022-02-03,,Data,T2,Limoges
4757,Sabine,Voisin,Female,2022-10-28,,Human Resources,T2,Limoges
7215,Brigitte,Gilbert,Female,2022-09-20,2023-07-27,Product,T5,Paris
5856,Théodore,Lévy,Male,2024-04-26,,Sales,T5,Paris
1666,Jérôme,Marion,Male,2025-06-10,,Finance,T2,Bordeaux
5323,Guy,Diaz,Male,2021-02-14,,Finance,T2,Nantes
7579,Paul,Lesage,Male,2025-05-24,,Human Resources,T5,Limoges
9839,Colette,Cohen,Non-Binary,2025-07-30,,Human Resources,T1,Nantes
4203,Claire,Berger,Female,2024-05-05,,Sales,T3,Lyon
4919,Virginie,Joubert,Female,2021-09-04,,Engineering,T2,Lille
3838,Anne,Vallée,Female,2024-01-23,,Sales,T4,Lille
7632,René,Sauvage,Male,2021-10-15,,Finance,T1,Paris
4935,Denise,Duhamel,Non-Binary,2025-01-26,,Data,T2,Lyon
2094,Danielle,Léger,Non-Binary,2020-11-10,,Sales,T4,Nantes
3679,Guillaume,Hebert,Male,2024-10-24,,Engineering,T4,Lille
2913,Virginie,Renaud,Non-Binary,2023-02-04,,Sales,T5,Limoges
3100,Catherine,Verdier,Female,2023-09-06,,Human Resources,T2,Marseille
2149,André,Rey,Male,2024-09-29,,Human Resources,T4,Lille
7372,Martin,Huet,Male,2025-07-17,,Data,T1,Marseille
8030,Théodore,Fontaine,Male,2022-03-26,,Human Resources,T3,Lille
1340,Michel,Brun,Male,2022-09-21,,Sales,T1,Lyon
5889,Louis,Mendès,Male,2023-11-05,,Finance,T2,Nantes
8471,Zacharie,Moreau,Male,2023-11-25,,Sales,T2,Lille
4988,Chantal,Perrot,Female,2021-02-23,2022-08-30,Engineering,T3,Nantes
4012,Émilie,Boucher,Female,2025-06-22,2025-08-03,Engineering,T3,Bordeaux
6555,Marianne,Guyot,Female,2022-04-29,2023-02-05,Product,T3,Bordeaux
2408,Adélaïde,Alves,Female,2025-02-12,,Finance,T1,Lille
4803,Marthe,Philippe,Non-Binary,2024-04-03,,Product,T4,Bordeaux
9484,René,Pages,Male,2024-02-29,,Human Resources,T2,Marseille
6003,William,Paul,Male,2023-07-04,,Human Resources,T2,Bordeaux
7089,Inès,Pons,Female,2024-03-25,,Product,T1,Nantes
2993,Michelle,Schneider,Female,2025-02-03,2025-04-11,Data,T3,Lyon
7852,Alexandre,Clément,Male,2022-03-21,,Engineering,T3,Paris
1349,Marine,Munoz,Non-Binary,2020-12-31,,Sales,T5,Paris
5215,Yves,Weiss,Male,2024-11-19,,Product,T5,Bordeaux
5231,Henri,François,Male,2024-08-12,,Human Resources,T5,Bordeaux
1066,Stéphanie,Salmon,Non-Binary,2024-12-06,,Engineering,T1,Paris
1458,Susanne,Chartier,Non-Binary,2021-04-05,,Human Resources,T3,Lyon
6491,Théodore,Goncalves,Male,2022-07-15,,Finance,T2,Nantes
4488,Gilles,Lucas,Male,2022-01-13,2023-09-03,Engineering,T1,Limoges
5497,Denis,Roussel,Male,2022-04-12,2022-06-15,Data,T2,Bordeaux
1857,Nathalie,Dubois,Female,2024-12-24,,Sales,T1,Lille
5774,Jeannine,Gosselin,Non-Binary,2023-11-28,,Product,T4,Paris
7998,Anne,Delattre,Female,2025-09-15,,Data,T3,Nantes
2624,Alexandria,Olivier,Female,2020-10-31,,Sales,T5,Paris
7443,Marie,Lecoq,Non-Binary,2022-12-29,2025-01-12,Human Resources,T2,Marseille
9997,Valérie,Gillet,Female,2021-01-04,,Finance,T1,Lille
9182,Stéphanie,François,Non-Binary,2021-06-22,,Data,T1,Nantes
4623,Dorothée,Martinez,Non-Binary,2022-03-22,,Engineering,T2,Lyon
2725,Guy,Guibert,Male,2020-11-30,,Engineering,T3,Lille
2608,Roland,Daniel,Male,2021-01-22,2022-11-30,Engineering,T2,Marseille
7574,Josette,Marchand,Non-Binary,2021-02-18,,Engineering,T1,Marseille
7011,Victor,Vincent,Male,2024-07-03,,Sales,T5,Limoges
4943,Gabriel,Gaillard,Male,2024-04-13,,Finance,T5,Paris
7751,Auguste,Meunier,Male,2024-04-29,,Sales,T1,Lille
6498,Anastasie,Boyer,Non-Binary,2021-05-18,,Human Resources,T4,Lyon
2885,Astrid,Masse,Non-Binary,2024-02-28,2025-02-07,Human Resources,T4,Lyon
3162,Capucine,Gallet,Non-Binary,2024-12-07,,Finance,T4,Limoges
6715,Audrey,Charles,Female,2025-05-05,,Human Resources,T3,Bordeaux
8490,Nathalie,Lévêque,Non-Binary,2023-05-12,,Sales,T1,Bordeaux
9472,Daniel,Texier,Male,2020-11-29,,Data,T5,Bordeaux
2826,Inès,Teixeira,Non-Binary,2025-09-15,2025-09-17,Finance,T3,Bordeaux
6440,Martin,Hubert,Male,2021-05-04,2024-12-22,Engineering,T2,Limoges
3015,Timothée,Marty,Male,2023-09-19,,Human Resources,T1,Bordeaux
5245,Denise,Sanchez,Female,2021-07-24,,Human Resources,T2,Bordeaux
6045,Sylvie,Baudry,Non-Binary,2021-01-06,,Data,T3,Lille
2038,Bernadette,Mercier,Non-Binary,2021-02-22,,Data,T5,Paris
2938,Gilbert,Dos Santos,Male,2022-09-24,,Sales,T4,Marseille
7331,Georges,Techer,Male,2025-02-11,,Sales,T5,Bordeaux
5000,Marcel,Blanc,Male,2022-07-13,,Finance,T3,Lille
2748,André,Boulanger,Male,2023-12-08,2025-01-23,Engineering,T5,Limoges
1099,Édith,Pelletier,Non-Binary,2023-05-17,,Data,T5,Bordeaux
8877,Patrick,Samson,Male,2023-03-14,,Finance,T5,Paris
5694,Aimé,Albert,Male,2025-02-03,,Engineering,T5,Marseille
8236,Joséphine,Bertin,Non-Binary,2024-03-27,,Product,T4,Nantes
1167,Paulette,Chauvin,Female,2022-07-25,,Product,T3,Lille
5013,Paulette,Descamps,Female,2024-06-30,,Sales,T5,Lille
4179,Zoé,Pinto,Female,2025-06-30,,Finance,T3,Marseille
4618,Marcel,Navarro,Male,2024-06-07,,Engineering,T5,Lyon
3649,Lucas,Roux,Male,2022-02-03,,Data,T5,Paris
8370,Margaud,Leclerc,Female,2021-02-22,,Data,T1,Lyon
6858,Cécile,Moreno,Non-Binary,2024-06-29,,Engineering,T2,Lyon
1071,Alfred,Rolland,Male,2021-03-08,,Engineering,T3,Lille
1899,Georges,Renaud,Male,2022-12-14,,Engineering,T2,Limoges
7162,Dorothée,Roger,Female,2022-06-23,,Data,T5,Nantes
2059,Théophile,Letellier,Male,2024-08-20,,Data,T2,Marseille
2359,Gabrielle,Weber,Female,2022-01-04,,Product,T3,Paris
1029,Franck,Dumont,Male,2022-07-29,,Sales,T5,Lyon
3912,Denis,Traore,Male,2021-11-27,,Human Resources,T1,Marseille
9219,Roland,Renard,Male,2022-01-02,,Product,T2,Paris
8445,Martine,Paul,Female,2022-09-03,,Sales,T4,Nantes
1573,Henri,Lebrun,Male,2020-11-09,,Data,T4,Bordeaux
3440,Xavier,Charrier,Male,2023-05-12,,Data,T5,Limoges
1423,Laurent,Duval,Male,2021-05-29,,Product,T1,Limoges
9418,Jeannine,Henry,Female,2023-10-19,,Engineering,T3,Paris
6519,Élodie,Paris,Female,2020-11-05,,Engineering,T4,Paris
1844,Arthur,Guilbert,Male,2022-09-30,2024-10-21,Human Resources,T4,Limoges
6087,Henriette,Aubert,Non-Binary,2025-06-09,,Sales,T3,Bordeaux
3851,Bernadette,Vasseur,Female,2021-08-01,,Data,T1,Limoges
1946,Dorothée,Delahaye,Female,2025-08-26,,Sales,T2,Paris
1493,Anouk,Jacques,Non-Binary,2021-08-10,,Sales,T3,Bordeaux
1932,Sébastien,Perrier,Male,2025-05-09,,Finance,T3,Lille
7090,François,Pinto,Male,2024-03-13,,Data,T1,Nantes
2877,Benjamin,Gilbert,Male,2024-05-03,2024-06-27,Finance,T4,Bordeaux
8227,Adélaïde,Briand,Female,2023-07-23,2024-01-16,Sales,T1,Marseille
4197,Madeleine,Regnier,Non-Binary,2022-05-22,,Engineering,T4,Lyon
5190,Lucy,Robert,Non-Binary,2024-12-25,,Engineering,T3,Lille
8790,Alexandrie,Martin,Female,2025-09-05,,Engineering,T2,Marseille
2972,Élise,Guilbert,Non-Binary,2021-08-29,,Finance,T1,Lille
4226,Julie,Perez,Non-Binary,2023-11-23,,Engineering,T1,Paris
2077,Alexandria,Robin,Female,2023-11-22,,Sales,T1,Lille
7201,Madeleine,Mallet,Non-Binary,2024-05-31,,Finance,T3,Lyon
8961,Inès,Lebrun,Female,2025-09-21,2025-10-01,Finance,T5,Paris
1453,Claire,Pinto,Female,2022-06-01,,Human Resources,T1,Marseille
5315,Olivier,Le Goff,Male,2024-11-01,,Human Resources,T3,Paris
2264,Jacqueline,Étienne,Non-Binary,2022-06-18,,Product,T1,Lille
8070,Martin,Renard,Male,2022-09-24,,Human Resources,T5,Bordeaux
5574,Sébastien,Colin,Male,2025-08-10,2025-09-18,Engineering,T3,Bordeaux
2372,Margot,Fleury,Non-Binary,2021-01-26,,Finance,T5,Marseille
4424,Édouard,Berger,Male,2025-07-09,,Finance,T5,Paris
7742,Manon,Bernier,Female,2021-09-27,,Product,T4,Bordeaux
4728,Andrée,Aubry,Non-Binary,2024-01-05,,Data,T5,Marseille
7004,Alexandre,Sauvage,Male,2024-02-18,,Finance,T5,Paris
6036,Hugues,Verdier,Male,2024-11-29,,Human Resources,T5,Limoges
9042,Roland,Lemoine,Male,2022-07-13,,Human Resources,T2,Paris
6072,Olivie,Traore,Non-Binary,2021-05-19,,Human Resources,T2,Lyon
3013,Lucie,Hernandez,Non-Binary,2021-03-02,,Human Resources,T1,Lyon
4593,Franck,Rey,Male,2021-11-25,,Finance,T1,Lille
8291,Jeanne,Perez,Female,2024-01-05,,Data,T3,Limoges
7611,Céline,Rousseau,Female,2020-12-21,,Data,T1,Marseille
4549,Virginie,Fournier,Non-Binary,2021-07-07,,Human Resources,T3,Marseille
7510,Anne,Chauvet,Non-Binary,2023-01-10,,Finance,T1,Lyon
4364,Alex,Marchand,Female,2025-02-11,2025-04-04,Sales,T5,Bordeaux
7333,Jeannine,Lopez,Non-Binary,2024-09-06,2025-04-19,Sales,T3,Limoges
4415,Michèle,Dupuis,Female,2024-05-09,,Product,T4,Lille
8766,Lucas,Wagner,Male,2024-12-31,,Finance,T1,Limoges
2392,André,Barthelemy,Male,2023-11-11,,Engineering,T2,Paris
7594,Hortense,Bouvet,Female,2025-02-10,,Product,T3,Limoges
3653,Emmanuel,Leclercq,Male,2021-07-18,2023-04-03,Sales,T3,Lyon
2973,Alphonse,Pereira,Male,2022-08-09,2024-03-25,Data,T1,Lille
5947,Marianne,Bourdon,Non-Binary,2023-06-20,,Product,T2,Limoges
8597,Lucy,Monnier,Female,2022-01-24,,Engineering,T1,Lille
2557,Bertrand,Laroche,Male,2022-10-23,,Data,T5,Bordeaux
4608,Alexandrie,Barbier,Non-Binary,2024-12-26,,Human Resources,T2,Marseille
6787,Richard,Maury,Male,2023-07-09,,Engineering,T1,Marseille
9577,Denise,Blondel,Female,2021-01-26,,Data,T3,Paris
3667,Jean,Weber,Male,2025-02-14,,Product,T5,Lyon
1079,Manon,Carre,Non-Binary,2023-07-23,2025-05-02,Product,T5,Lyon
9687,Roland,Dupré,Male,2021-11-27,,Product,T4,Paris
9356,Alexandre,Grégoire,Male,2022-09-18,,Sales,T4,Bordeaux
7501,René,Pruvost,Male,2025-07-26,,Human Resources,T2,Paris
7285,Alice,Blanchard,Female,2024-10-31,,Engineering,T1,Limoges
2244,Marianne,Leblanc,Non-Binary,2023-05-25,,Data,T5,Nantes
4035,Luce,Chevalier,Female,2022-06-04,,Product,T5,Lille
5175,Josette,Brun,Female,2022-07-22,,Product,T5,Lyon
9783,Michelle,Colas,Non-Binary,2021-06-09,,Human Resources,T3,Lyon
4232,Aurore,Bousquet,Non-Binary,2023-12-02,2024-05-04,Human Resources,T4,Nantes
1110,Anouk,Jacques,Female,2025-03-08,,Sales,T5,Bordeaux
1719,Tristan,Lombard,Male,2021-01-18,,Data,T5,Limoges
7170,Astrid,Deschamps,Female,2023-12-29,,Product,T3,Bordeaux
4859,Luce,Andre,Non-Binary,2022-03-18,,Human Resources,T3,Limoges
4909,Roger,Robin,Male,2021-12-20,,Engineering,T2,Marseille
9149,Célina,Bouvet,Non-Binary,2020-10-25,,Engineering,T1,Lille
5584,Michèle,Lemonnier,Female,2024-11-27,,Sales,T5,Limoges
7883,Brigitte,Perrier,Non-Binary,2022-07-31,,Sales,T3,Marseille
1086,Marguerite,Le Gall,Female,2023-02-22,,Data,T2,Marseille
6529,Anouk,Leroux,Non-Binary,2024-12-20,,Data,T3,Limoges
2733,Margot,Thierry,Non-Binary,2024-12-20,,Human Resources,T5,Lyon
2437,Astrid,David,Non-Binary,2022-01-31,,Finance,T4,Paris
5141,Philippe,Baron,Male,2021-04-20,,Human Resources,T3,Lyon
4709,Alphonse,Toussaint,Male,2023-01-11,,Finance,T2,Limoges
1160,Margaret,Fontaine,Female,2024-08-29,,Sales,T3,Paris
6008,Martine,Gérard,Non-Binary,2024-05-25,,Human Resources,T4,Lyon
9242,Vincent,Loiseau,Male,2023-04-09,,Engineering,T3,Lille
1714,Camille,Cousin,Female,2023-09-27,,Sales,T4,Marseille
8600,Guillaume,Rousset,Male,2022-03-29,,Engineering,T3,Nantes
1360,Manon,Georges,Non-Binary,2021-10-15,,Human Resources,T2,Paris
3481,Margaux,Jean,Non-Binary,2022-01-01,,Finance,T2,Limoges
4049,Emmanuel,Regnier,Male,2022-04-05,,Finance,T2,Lyon
9315,Olivie,Blondel,Female,2025-03-15,,Product,T5,Lyon
3695,Jacques,Lagarde,Male,2023-12-22,,Human Resources,T4,Lyon
1991,Marcel,Dupuis,Male,2020-11-06,,Product,T2,Lyon
8020,Lucy,Boulay,Non-Binary,2022-12-29,,Product,T5,Limoges
2144,Pierre,Mace,Male,2024-07-23,2025-09-28,Sales,T2,Lyon
9609,Martine,Picard,Non-Binary,2022-07-15,,Product,T4,Limoges
8096,Yves,Fleury,Male,2025-06-24,2025-09-05,Human Resources,T3,Bordeaux
3647,Françoise,Mace,Female,2023-03-10,,Product,T3,Nantes
8870,Lucas,Descamps,Male,2021-02-15,,Engineering,T2,Paris
1558,Martine,Bernier,Female,2024-11-12,2025-06-11,Sales,T1,Lille
9827,Gérard,Godard,Male,2023-10-26,,Data,T5,Limoges
1693,Jeanne,Ferrand,Non-Binary,2020-10-02,2025-08-04,Sales,T3,Lille
8515,Henriette,Leclerc,Female,2024-02-25,,Finance,T1,Marseille
1469,Margaux,Étienne,Female,2024-11-16,,Finance,T4,Lyon
5974,Martine,Julien,Female,2025-09-07,,Data,T5,Bordeaux
5904,Antoine,Dubois,Male,2023-04-29,,Engineering,T4,Nantes
4696,Antoinette,Raymond,Non-Binary,2022-02-13,2022-06-03,Engineering,T4,Limoges
2287,Alphonse,Legros,Male,2024-04-04,2025-04-22,Data,T2,Limoges
8875,Pénélope,Jean,Non-Binary,2024-10-27,2024-12-27,Human Resources,T4,Marseille
2436,Audrey,Gaillard,Female,2024-02-03,,Data,T1,Paris
4042,Sabine,Da Costa,Female,2023-03-05,,Human Resources,T2,Limoges
8292,Laurence,Gillet,Female,2023-03-24,2024-08-21,Finance,T2,Paris
4616,Aimé,Legendre,Male,2020-12-28,,Data,T4,Lyon
4597,Frédéric,Hoarau,Male,2021-10-05,,Data,T3,Marseille
6731,Aimé,Bruneau,Male,2025-06-28,,Engineering,T3,Marseille
3682,Lorraine,Chauvin,Female,2024-07-27,,Finance,T4,Lille
8072,Thérèse,Guibert,Female,2023-05-15,2023-07-02,Sales,T3,Lille
8914,Amélie,Faure,Non-Binary,2021-07-04,2025-01-23,Human Resources,T5,Paris
2595,Christiane,Morel,Non-Binary,2025-02-16,,Sales,T1,Paris
8809,Roland,Denis,Male,2022-12-23,,Finance,T2,Paris
2546,Claudine,Meyer,Female,2021-10-14,2022-05-05,Sales,T5,Lille
9025,Claudine,Gallet,Female,2025-02-01,,Data,T4,Lyon
1221,Daniel,Dubois,Male,2024-05-23,,Human Resources,T1,Limoges
9400,Thérèse,Roche,Non-Binary,2022-05-31,,Product,T4,Paris
4917,Geneviève,Peltier,Non-Binary,2021-10-02,2023-08-14,Product,T2,Nantes
7973,Marcel,Hervé,Male,2025-05-21,,Data,T5,Limoges
1599,Isaac,Munoz,Male,2022-07-24,,Finance,T2,Marseille
3628,Gilbert,Collin,Male,2024-09-22,,Sales,T2,Nantes
9556,Xavier,David,Male,2023-01-19,,Engineering,T4,Marseille
9899,Théophile,Vallée,Male,2024-10-19,,Data,T2,Limoges
9382,Dorothée,Bouvet,Non-Binary,2023-09-19,,Finance,T5,Bordeaux
6458,Benjamin,Rey,Male,2021-03-21,,Product,T1,Bordeaux
2287,Arthur,Lacroix,Male,2024-09-17,,Engineering,T4,Lille
7175,Brigitte,Martinez,Female,2024-06-27,,Human Resources,T2,Lille
2700,Céline,Labbé,Female,2023-02-07,,Finance,T4,Marseille
2798,Pauline,Delattre,Non-Binary,2023-10-15,,Sales,T1,Limoges
1386,Arnaude,Étienne,Non-Binary,2024-09-25,,Engineering,T5,Lille
3837,Madeleine,Gros,Female,2021-04-17,,Product,T3,Lyon
8425,Suzanne,Courtois,Non-Binary,2021-12-01,2025-06-23,Product,T2,Bordeaux
8104,Jeanne,Barbier,Female,2021-01-04,,Data,T5,Paris
9005,Paulette,Gaudin,Female,2020-11-29,,Data,T1,Paris
5448,Augustin,Cousin,Male,2024-10-20,,Product,T4,Lille
3090,Frédéric,Millet,Male,2020-11-26,,Engineering,T1,Lyon
8866,Agathe,David,Female,2023-12-27,,Engineering,T2,Paris
9172,Maryse,Pottier,Non-Binary,2022-02-25,,Data,T5,Lyon
2448,Caroline,Payet,Female,2023-03-16,,Data,T3,Lyon
1430,Victor,Tanguy,Male,2023-10-15,,Data,T3,Lyon
9066,Alphonse,Nicolas,Male,2021-04-17,,Sales,T2,Bordeaux
5287,Renée,Laporte,Female,2025-07-23,,Human Resources,T3,Paris
4096,Patricia,Moreno,Non-Binary,2024-05-09,,Human Resources,T4,Nantes
4899,Adrienne,Loiseau,Female,2023-07-30,2025-05-26,Human Resources,T2,Nantes
5762,Anaïs,Rodriguez,Non-Binary,2021-10-07,2023-07-26,Human Resources,T2,Nantes
3252,Daniel,Bonneau,Male,2023-01-18,,Data,T5,Lille
6036,Mathilde,Fischer,Female,2024-06-05,,Human Resources,T4,Lille
3580,Lucas,Boyer,Male,2024-08-29,,Finance,T3,Marseille
6535,Hugues,Didier,Male,2022-07-23,,Finance,T5,Lyon
2255,Lucie,Millet,Female,2022-12-20,2024-10-06,Sales,T5,Bordeaux
9677,Margaret,Lebrun,Non-Binary,2024-10-13,,Finance,T5,Nantes
4231,Mathilde,Dos Santos,Non-Binary,2022-11-26,2024-02-23,Sales,T4,Lyon
4478,Michèle,Grégoire,Female,2024-05-12,,Sales,T3,Nantes
4774,Clémence,Gay,Female,2020-12-21,,Product,T1,Lille
6750,Laurence,Schneider,Female,2023-08-12,,Product,T1,Lyon
9943,Alex,Dupré,Female,2021-11-03,2023-05-01,Data,T4,Nantes
1362,Margaret,Rolland,Non-Binary,2025-07-14,2025-09-06,Data,T5,Marseille
2459,Anastasie,Texier,Female,2022-11-11,,Product,T4,Lyon
7382,David,Turpin,Male,2022-05-20,,Finance,T3,Lille
8581,Jacques,Torres,Male,2022-07-08,,Human Resources,T2,Marseille
6450,Eugène,Giraud,Male,2022-12-25,2025-03-14,Finance,T5,Bordeaux
5561,Noël,Leroy,Male,2021-12-24,,Human Resources,T4,Lille
8376,Valentine,Bouchet,Non-Binary,2025-05-04,,Product,T2,Paris
1103,Olivier,Lefèvre,Male,2022-11-24,2023-04-26,Data,T1,Limoges
7062,Bernard,Schmitt,Male,2023-10-25,,Human Resources,T2,Limoges
6429,Colette,Bertin,Female,2021-08-16,,Human Resources,T5,Limoges
7371,Marie,Guibert,Non-Binary,2023-10-27,,Data,T5,Nantes
7548,Franck,Le Gall,Male,2022-05-25,,Sales,T1,Paris
9220,Brigitte,Mathieu,Non-Binary,2024-10-30,,Sales,T1,Limoges
5276,Danielle,Deschamps,Female,2021-10-31,,Product,T5,Lyon
4669,Martin,Le Goff,Male,2020-10-25,,Engineering,T3,Lille
2740,Josette,Lenoir,Female,2022-03-09,2022-09-20,Finance,T5,Limoges
2673,Alfred,Lenoir,Male,2022-08-21,,Product,T4,Paris
1953,Alix,Mace,Female,2020-11-02,,Product,T2,Limoges
1018,Antoine,Raymond,Male,2024-01-04,,Sales,T2,Bordeaux
8617,Agathe,Hebert,Female,2025-08-25,2025-08-26,Sales,T2,Lille
9127,Nath,Teixeira,Female,2023-04-10,,Data,T2,Paris
9482,Joséphine,Morvan,Female,2021-04-17,,Product,T2,Nantes
6878,Laetitia,Rousset,Female,2025-08-01,,Finance,T4,Limoges
9639,Susan,Léger,Female,2021-06-04,,Engineering,T3,Limoges
2050,Véronique,Julien,Non-Binary,2022-02-05,,Human Resources,T2,Limoges
1246,Gilbert,Gimenez,Male,2023-02-03,,Human Resources,T1,Nantes
2546,Éléonore,Launay,Non-Binary,2025-05-13,,Engineering,T3,Paris
5185,Marguerite,Delorme,Female,2024-03-05,,Product,T1,Lyon
5799,Mathilde,Dufour,Female,2024-05-09,,Data,T4,Nantes
9838,Lorraine,Guillaume,Non-Binary,2022-12-08,,Data,T2,Lyon
3863,Paulette,Pineau,Non-Binary,2024-11-06,2025-04-25,Sales,T3,Marseille
1859,Michelle,Roche,Non-Binary,2024-05-18,,Engineering,T5,Lyon
1744,Élisabeth,Lopez,Female,2023-10-02,,Sales,T4,Lille
2751,Zacharie,Maurice,Male,2021-11-28,,Engineering,T3,Bordeaux
4197,Capucine,Roussel,Non-Binary,2025-04-30,,Product,T1,Lille
1841,Susan,Teixeira,Female,2023-10-30,,Human Resources,T4,Lille
4691,Luce,Fouquet,Non-Binary,2024-06-11,,Finance,T5,Bordeaux
5336,Véronique,Martineau,Female,2022-02-10,,Sales,T2,Nantes
7636,Lucas,Fournier,Male,2022-12-22,,Sales,T5,Limoges
4217,Henri,Raymond,Male,2024-11-20,,Human Resources,T2,Marseille
3479,Denise,Mahe,Female,2022-04-04,,Finance,T2,Paris
6287,Marcel,Vallet,Male,2023-12-12,,Sales,T5,Lyon
5762,Susan,Berger,Female,2025-02-04,,Finance,T1,Bordeaux
6205,Emmanuelle,Pinto,Female,2020-10-24,,Engineering,T5,Lille
3716,Valérie,Royer,Female,2023-07-11,,Finance,T5,Lille
6913,Agnès,Nicolas,Non-Binary,2023-08-03,,Sales,T2,Paris
9850,Alexandre,Mendès,Male,2023-07-21,,Sales,T2,Paris
3023,Olivie,Blanc,Female,2025-07-15,2025-07-28,Sales,T5,Nantes
